ChargeSheet_ID,FIR_ID,Accused_ID,Crime_Type,Sections,Investigating_Officer,Court,Witness_Count,Evidence_Count,ChargeSheet_Date,Status
CS202500209,FIR202500447,P004851,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Chikkaballapura District & Sessions Court,7,15,2025-04-08,Returned for Correction
CS202500124,FIR202500285,P001921,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Bidar District & Sessions Court,11,20,2025-04-08,Pending Scrutiny
CS202500097,FIR202500223,P003541,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Bagalkote District & Sessions Court,7,9,2025-04-08,Filed
CS202500040,FIR202500072,P004664,Dacoity,BNS 310(2),SI Divya Hegde,Bengaluru Urban District & Sessions Court,4,21,2025-04-09,Pending Scrutiny
CS202500052,FIR202500111,P003757,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,8,6,2025-04-09,Accepted
CS202500069,FIR202500143,P008145,NDPS,NDPS Act Sec 20(b),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,3,25,2025-04-09,Returned for Correction
CS202500300,FIR202500611,P000935,Dacoity,BNS 310(2),SI Divya Hegde,Ballari District & Sessions Court,3,10,2025-04-10,Accepted
CS202500194,FIR202500417,P005178,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Bengaluru Urban District & Sessions Court,7,23,2025-04-10,Returned for Correction
CS202500261,FIR202500520,P005450,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Bagalkote District & Sessions Court,14,24,2025-04-10,Accepted
CS202500237,FIR202500490,P001337,Dacoity,BNS 310(2),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,3,25,2025-04-10,Pending Scrutiny
CS202500072,FIR202500144,P007072,Theft,BNS 303(2),SI Prakash Sharma,Bengaluru Rural District & Sessions Court,15,19,2025-04-10,Pending Scrutiny
CS202500164,FIR202500348,P003618,NDPS,NDPS Act Sec 20(b),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,8,11,2025-04-10,Filed
CS202500190,FIR202500388,P007165,NDPS,NDPS Act Sec 20(b),SI Ravi Kumar,Bagalkote District & Sessions Court,14,19,2025-04-11,Filed
CS202500130,FIR202500295,P009576,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,6,26,2025-04-11,Accepted
CS202500182,FIR202500394,P000995,Dacoity,BNS 310(2),SI Divya Hegde,Ballari District & Sessions Court,9,8,2025-04-11,Accepted
CS202500062,FIR202500138,P009584,Theft,BNS 303(2),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,18,3,2025-04-11,Returned for Correction
CS202500166,FIR202500349,P009221,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Bidar District & Sessions Court,11,21,2025-04-11,Accepted
CS202500096,FIR202500226,P006096,Fraud,BNS 318(4),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,16,13,2025-04-12,Accepted
CS202500070,FIR202500145,P003817,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,6,4,2025-04-12,Accepted
CS202500067,FIR202500125,P003491,Theft,BNS 303(2),PI Chetan Kumar,Chikkaballapura District & Sessions Court,3,29,2025-04-12,Accepted
CS202500374,FIR202500747,P007191,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Belagavi District & Sessions Court,10,9,2025-04-12,Accepted
CS202500276,FIR202500568,P001078,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Bengaluru Urban District & Sessions Court,3,24,2025-04-13,Pending Scrutiny
CS202500079,FIR202500178,P008041,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,6,7,2025-04-13,Filed
CS202500221,FIR202500459,P009633,Dacoity,BNS 310(2),SI Ravi Kumar,Chikkaballapura District & Sessions Court,2,8,2025-04-13,Filed
CS202500211,FIR202500433,P009584,Fraud,BNS 318(4),SI Divya Hegde,Chikkaballapura District & Sessions Court,10,14,2025-04-13,Pending Scrutiny
CS202500255,FIR202500526,P006033,NDPS,NDPS Act Sec 20(b),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,18,17,2025-04-14,Accepted
CS202500238,FIR202500482,P003011,Theft,BNS 303(2),PI Naveen Patil,Chikkaballapura District & Sessions Court,12,4,2025-04-14,Returned for Correction
CS202500119,FIR202500272,P006255,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bagalkote District & Sessions Court,4,20,2025-04-14,Accepted
CS202500101,FIR202500167,P007496,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Bagalkote District & Sessions Court,8,28,2025-04-15,Filed
CS202500369,FIR202500714,P001032,Vehicle Theft,BNS 303(2),PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,2,29,2025-04-15,Accepted
CS202500281,FIR202500578,P006051,Fraud,BNS 318(4),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,9,14,2025-04-15,Returned for Correction
CS202500071,FIR202500135,P001615,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Bidar District & Sessions Court,3,24,2025-04-16,Returned for Correction
CS202500180,FIR202500395,P008558,Theft,BNS 303(2),SI Divya Hegde,Bengaluru Rural District & Sessions Court,4,9,2025-04-16,Accepted
CS202500217,FIR202500449,P005413,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,14,19,2025-04-16,Accepted
CS202500091,FIR202500156,P009511,Fraud,BNS 318(4),PI Harish Naik,Bengaluru Urban District & Sessions Court,2,11,2025-04-16,Accepted
CS202500283,FIR202500577,P006980,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,6,25,2025-04-16,Pending Scrutiny
CS202500254,FIR202500507,P006862,Theft,BNS 303(2),PI Naveen Patil,Bengaluru Rural District & Sessions Court,15,20,2025-04-16,Pending Scrutiny
CS202500132,FIR202500225,P005406,POCSO,"POCSO Act Sec 4, BNS 64",SI Ganesh Rao,Belagavi District & Sessions Court,11,28,2025-04-16,Returned for Correction
CS202500264,FIR202500547,P004667,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Chikkaballapura District & Sessions Court,3,9,2025-04-17,Accepted
CS202500016,FIR202500034,P007013,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Bidar District & Sessions Court,14,15,2025-04-17,Accepted
CS202500107,FIR202500250,P007203,Dacoity,BNS 310(2),PI Harish Naik,Bidar District & Sessions Court,11,7,2025-04-17,Pending Scrutiny
CS202500030,FIR202500059,P000084,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Belagavi District & Sessions Court,8,10,2025-04-17,Filed
CS202500295,FIR202500593,P008873,NDPS,NDPS Act Sec 20(b),PI Chetan Kumar,Belagavi District & Sessions Court,13,10,2025-04-18,Filed
CS202500391,FIR202500767,P009770,Fraud,BNS 318(4),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,11,26,2025-04-18,Returned for Correction
CS202500269,FIR202500543,P008178,NDPS,NDPS Act Sec 20(b),PI Suresh Kulkarni,Bidar District & Sessions Court,18,9,2025-04-18,Filed
CS202500251,FIR202500508,P008938,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Ballari District & Sessions Court,14,24,2025-04-19,Accepted
CS202500157,FIR202500333,P000333,Dacoity,BNS 310(2),SI Divya Hegde,Chamarajanagar District & Sessions Court,8,15,2025-04-19,Pending Scrutiny
CS202500318,FIR202500644,P004510,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Chamarajanagar District & Sessions Court,7,20,2025-04-19,Pending Scrutiny
CS202500058,FIR202500129,P001156,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bengaluru Urban District & Sessions Court,17,29,2025-04-19,Filed
CS202500047,FIR202500108,P006720,Fraud,BNS 318(4),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,11,28,2025-04-19,Filed
CS202500364,FIR202500734,P004844,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Bagalkote District & Sessions Court,14,7,2025-04-20,Returned for Correction
CS202500239,FIR202500492,P005391,Burglary,"BNS 331(3), BNS 331(4)",SI Ravi Kumar,Chamarajanagar District & Sessions Court,3,18,2025-04-21,Filed
CS202500118,FIR202500207,P004176,Fraud,BNS 318(4),SI Divya Hegde,Bengaluru Urban District & Sessions Court,8,10,2025-04-21,Accepted
CS202500150,FIR202500302,P005204,NDPS,NDPS Act Sec 20(b),PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,12,22,2025-04-21,Accepted
CS202500053,FIR202500115,P002667,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,17,4,2025-04-21,Accepted
CS202500163,FIR202500317,P008798,Murder,BNS 103(1),PI Harish Naik,Chamarajanagar District & Sessions Court,2,8,2025-04-21,Pending Scrutiny
CS202500126,FIR202500288,P002820,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Bidar District & Sessions Court,2,19,2025-04-22,Accepted
CS202500249,FIR202500501,P007790,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Bengaluru Rural District & Sessions Court,13,3,2025-04-22,Accepted
CS202500270,FIR202500558,P000398,Theft,BNS 303(2),PI Chetan Kumar,Bagalkote District & Sessions Court,16,30,2025-04-22,Filed
CS202500259,FIR202500528,P002992,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,7,15,2025-04-22,Returned for Correction
CS202500147,FIR202500315,P001784,NDPS,NDPS Act Sec 20(b),PI Lakshmi Devi,Belagavi District & Sessions Court,2,17,2025-04-22,Returned for Correction
CS202500341,FIR202500648,P001692,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,16,13,2025-04-22,Returned for Correction
CS202500219,FIR202500450,P001490,Dacoity,BNS 310(2),PI Harish Naik,Bengaluru Urban District & Sessions Court,9,22,2025-04-22,Filed
CS202500274,FIR202500571,P003371,Theft,BNS 303(2),PI Harish Naik,Bengaluru Urban District & Sessions Court,13,17,2025-04-23,Filed
CS202500372,FIR202500741,P009032,Theft,BNS 303(2),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,16,8,2025-04-23,Filed
CS202500346,FIR202500700,P008280,Dacoity,BNS 310(2),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,12,13,2025-04-23,Filed
CS202500229,FIR202500454,P000503,Murder,BNS 103(1),PI Naveen Patil,Bengaluru Rural District & Sessions Court,11,8,2025-04-23,Accepted
CS202500123,FIR202500253,P005433,Murder,BNS 103(1),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,13,11,2025-04-23,Returned for Correction
CS202500210,FIR202500429,P003004,Dacoity,BNS 310(2),SI Divya Hegde,Ballari District & Sessions Court,16,26,2025-04-23,Returned for Correction
CS202500033,FIR202500058,P000416,Theft,BNS 303(2),SI Ganesh Rao,Belagavi District & Sessions Court,15,21,2025-04-23,Accepted
CS202500234,FIR202500469,P008478,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Bengaluru Rural District & Sessions Court,18,3,2025-04-24,Accepted
CS202500105,FIR202500200,P004239,Fraud,BNS 318(4),PI Naveen Patil,Bengaluru Urban District & Sessions Court,13,16,2025-04-24,Filed
CS202500018,FIR202500032,P005306,Vehicle Theft,BNS 303(2),PI Naveen Patil,Bengaluru Rural District & Sessions Court,9,13,2025-04-24,Filed
CS202500323,FIR202500646,P004596,Burglary,"BNS 331(3), BNS 331(4)",PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,8,29,2025-04-24,Accepted
CS202500065,FIR202500142,P001119,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Chamarajanagar District & Sessions Court,10,27,2025-04-24,Filed
CS202500245,FIR202500517,P000990,Burglary,"BNS 331(3), BNS 331(4)",PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,6,14,2025-04-25,Accepted
CS202500285,FIR202500588,P001790,NDPS,NDPS Act Sec 20(b),SI Mahesh Bhat,Belagavi District & Sessions Court,15,21,2025-04-25,Pending Scrutiny
CS202500428,FIR202500854,P008972,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Ballari District & Sessions Court,2,30,2025-04-25,Returned for Correction
CS202500353,FIR202500705,P007021,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Ballari District & Sessions Court,5,27,2025-04-26,Returned for Correction
CS202500235,FIR202500489,P002405,Theft,BNS 303(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,2,14,2025-04-26,Pending Scrutiny
CS202500350,FIR202500696,P001310,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Ballari District & Sessions Court,17,19,2025-04-26,Pending Scrutiny
CS202500253,FIR202500506,P005669,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,16,16,2025-04-26,Filed
CS202500172,FIR202500364,P001558,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,13,16,2025-04-26,Pending Scrutiny
CS202500195,FIR202500425,P001172,Burglary,"BNS 331(3), BNS 331(4)",PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,4,8,2025-04-27,Filed
CS202500122,FIR202500277,P002955,Fraud,BNS 318(4),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,11,18,2025-04-27,Pending Scrutiny
CS202500041,FIR202500088,P006892,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Bengaluru Urban District & Sessions Court,10,16,2025-04-28,Returned for Correction
CS202500173,FIR202500369,P003972,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Bagalkote District & Sessions Court,13,6,2025-04-28,Filed
CS202500220,FIR202500463,P008651,Theft,BNS 303(2),SI Ganesh Rao,Bengaluru Rural District & Sessions Court,14,17,2025-04-28,Accepted
CS202500162,FIR202500347,P000962,Robbery,BNS 309(4),SI Ganesh Rao,Ballari District & Sessions Court,9,30,2025-04-28,Pending Scrutiny
CS202500145,FIR202500301,P006685,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Chikkaballapura District & Sessions Court,8,8,2025-04-28,Pending Scrutiny
CS202500161,FIR202500341,P002913,Dacoity,BNS 310(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,18,4,2025-04-28,Filed
CS202500328,FIR202500672,P007684,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,17,8,2025-04-28,Accepted
CS202500203,FIR202500390,P002372,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Chamarajanagar District & Sessions Court,11,5,2025-04-29,Accepted
CS202500208,FIR202500438,P006077,POCSO,"POCSO Act Sec 4, BNS 64",PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,17,15,2025-04-29,Returned for Correction
CS202500156,FIR202500330,P005046,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,16,13,2025-04-29,Returned for Correction
CS202500045,FIR202500103,P008141,Dacoity,BNS 310(2),SI Mahesh Bhat,Bidar District & Sessions Court,7,27,2025-04-29,Filed
CS202500280,FIR202500564,P007611,Fraud,BNS 318(4),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,10,20,2025-04-30,Accepted
CS202500291,FIR202500583,P007236,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bidar District & Sessions Court,9,25,2025-04-30,Filed
CS202500165,FIR202500319,P006911,Theft,BNS 303(2),SI Divya Hegde,Bengaluru Rural District & Sessions Court,13,13,2025-04-30,Accepted
CS202500315,FIR202500612,P009568,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,3,27,2025-04-30,Returned for Correction
CS202500089,FIR202500211,P000168,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Belagavi District & Sessions Court,3,28,2025-04-30,Accepted
CS202500158,FIR202500329,P007198,POCSO,"POCSO Act Sec 4, BNS 64",PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,11,14,2025-04-30,Pending Scrutiny
CS202500286,FIR202500595,P008094,Robbery,BNS 309(4),PI Ramesh Gowda,Bidar District & Sessions Court,10,8,2025-05-01,Returned for Correction
CS202500405,FIR202500811,P006917,Fraud,BNS 318(4),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,9,22,2025-05-01,Pending Scrutiny
CS202500337,FIR202500671,P009326,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bengaluru Rural District & Sessions Court,13,15,2025-05-01,Accepted
CS202500167,FIR202500342,P008147,Dacoity,BNS 310(2),PI Harish Naik,Bengaluru Urban District & Sessions Court,3,15,2025-05-01,Filed
CS202500298,FIR202500609,P001635,Theft,BNS 303(2),PI Lakshmi Devi,Bengaluru Urban District & Sessions Court,13,17,2025-05-02,Filed
CS202500398,FIR202500789,P001002,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Bengaluru Urban District & Sessions Court,16,25,2025-05-02,Filed
CS202500305,FIR202500623,P005198,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Prakash Sharma,Bengaluru Rural District & Sessions Court,11,14,2025-05-03,Accepted
CS202500351,FIR202500678,P006669,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Ballari District & Sessions Court,15,20,2025-05-03,Pending Scrutiny
CS202500312,FIR202500637,P002974,Dacoity,BNS 310(2),PI Chetan Kumar,Belagavi District & Sessions Court,3,22,2025-05-04,Filed
CS202500373,FIR202500735,P001033,Murder,BNS 103(1),PI Chetan Kumar,Bidar District & Sessions Court,8,29,2025-05-04,Accepted
CS202500213,FIR202500434,P009624,Theft,BNS 303(2),PI Harish Naik,Bengaluru Urban District & Sessions Court,8,3,2025-05-04,Returned for Correction
CS202500063,FIR202500139,P008923,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,13,3,2025-05-04,Pending Scrutiny
CS202500252,FIR202500536,P006435,Fraud,BNS 318(4),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,2,10,2025-05-05,Returned for Correction
CS202500421,FIR202500813,P006501,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Bidar District & Sessions Court,16,20,2025-05-05,Pending Scrutiny
CS202500343,FIR202500680,P007525,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bengaluru Rural District & Sessions Court,5,27,2025-05-06,Filed
CS202500357,FIR202500689,P004012,Murder,BNS 103(1),SI Prakash Sharma,Bengaluru Rural District & Sessions Court,7,16,2025-05-06,Pending Scrutiny
CS202500232,FIR202500486,P004841,Dacoity,BNS 310(2),SI Mahesh Bhat,Ballari District & Sessions Court,13,22,2025-05-06,Accepted
CS202500306,FIR202500616,P006214,Theft,BNS 303(2),PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,4,9,2025-05-06,Filed
CS202500311,FIR202500614,P004665,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,13,24,2025-05-06,Pending Scrutiny
CS202500196,FIR202500428,P005404,Robbery,BNS 309(4),PI Naveen Patil,Bengaluru Rural District & Sessions Court,6,25,2025-05-07,Accepted
CS202500379,FIR202500717,P003469,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,2,19,2025-05-07,Accepted
CS202500310,FIR202500624,P008074,Murder,BNS 103(1),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,3,5,2025-05-07,Pending Scrutiny
CS202500330,FIR202500677,P001457,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,9,26,2025-05-07,Returned for Correction
CS202500265,FIR202500562,P006521,Theft,BNS 303(2),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,12,12,2025-05-07,Accepted
CS202500216,FIR202500456,P002523,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,2,24,2025-05-07,Accepted
CS202500275,FIR202500566,P001779,Theft,BNS 303(2),PI Chetan Kumar,Chamarajanagar District & Sessions Court,17,20,2025-05-07,Pending Scrutiny
CS202500329,FIR202500670,P001127,Fraud,BNS 318(4),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,12,7,2025-05-07,Filed
CS202500317,FIR202500619,P007966,Theft,BNS 303(2),PI Suresh Kulkarni,Bidar District & Sessions Court,18,29,2025-05-07,Returned for Correction
CS202500452,FIR202500912,P006000,POCSO,"POCSO Act Sec 4, BNS 64",SI Ganesh Rao,Bengaluru Rural District & Sessions Court,14,16,2025-05-07,Returned for Correction
CS202500296,FIR202500610,P003062,Theft,BNS 303(2),PI Harish Naik,Bagalkote District & Sessions Court,13,29,2025-05-07,Filed
CS202500432,FIR202500867,P000563,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Chamarajanagar District & Sessions Court,7,7,2025-05-08,Accepted
CS202500314,FIR202500638,P007134,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Bengaluru Rural District & Sessions Court,18,3,2025-05-08,Pending Scrutiny
CS202500250,FIR202500531,P001081,Dacoity,BNS 310(2),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,2,28,2025-05-08,Returned for Correction
CS202500410,FIR202500807,P002405,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Ballari District & Sessions Court,9,21,2025-05-09,Accepted
CS202500248,FIR202500523,P004720,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Bengaluru Rural District & Sessions Court,8,15,2025-05-09,Pending Scrutiny
CS202500273,FIR202500545,P001512,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Bagalkote District & Sessions Court,12,18,2025-05-09,Pending Scrutiny
CS202500292,FIR202500586,P007460,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Bengaluru Rural District & Sessions Court,8,24,2025-05-09,Returned for Correction
CS202500417,FIR202500828,P005514,Vehicle Theft,BNS 303(2),PI Naveen Patil,Chamarajanagar District & Sessions Court,2,28,2025-05-09,Accepted
CS202500445,FIR202500900,P000067,Murder,BNS 103(1),PI Ramesh Gowda,Belagavi District & Sessions Court,9,11,2025-05-10,Pending Scrutiny
